"Name","Team","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Javier Hernandez","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".187",".206",".393",".178"," ","3","0.0","0.0"," ","-0.1","0.0","0.0","sa736831"
"Cambric Moye","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".144",".186",".202",".388",".178"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa738450"
"Miguel Leal","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".155",".191",".198",".389",".178"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa548641"
"Tomas Morales"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".186",".206",".392",".178"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa605888"
"Henderson Peralta"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".151",".182",".210",".392",".178"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa597174"
"Felix Castillo","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".154",".186",".205",".391",".178"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa550543"
"Brian Reyes"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".146",".185",".204",".388",".178"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa736666"
"Tanner Murphy","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".146",".187",".200",".387",".177"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa737877"
"Zach Fish","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".146",".184",".204",".388",".177"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa599295"
"Juan De La Cruz","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".183",".205",".388",".176"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa547855"
"Tanner Norton"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".186",".199",".385",".176"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa738280"
"Natanael Mejia","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".150",".180",".208",".388",".176"," ","1","0.0","0.0"," ","-0.1","0.0","0.0","sa597503"
"Leudi Otano","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".147",".184",".200",".384",".176"," ","1","0.0","0.0"," ","-0.1","0.0","0.0","sa600971"
"Alberto Mineo","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".149",".188",".196",".384",".176"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa660295"
"Kevin Martinez","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".153",".186",".199",".385",".176"," ","1","0.0","0.0"," ","-0.1","0.0","0.0","sa657818"
"Yoel Gonzalez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".182",".204",".387",".175"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa736904"
"Jonah Heim","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".153",".182",".204",".386",".175"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa737843"
"Jeyckol De Leon"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".150",".181",".204",".386",".175"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa506907"
"Maikel Lopez","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".153",".185",".201",".385",".175"," ","3","0.0","0.0"," ","-0.1","0.0","0.0","sa737296"
"Cesar Gonzalez","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".154",".185",".198",".383",".174"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa597231"
"Tyler Moore","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".189",".192",".381",".174"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa829014"
"Michael Miller","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".184",".199",".382",".174"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa738230"
"David Rodriguez","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".149",".183",".199",".381",".174"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa735825"
"Tomas Nido","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".153",".184",".199",".384",".174"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa658115"
"Elier Rodriguez","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".153",".185",".196",".381",".174"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa738889"
"Angel Genao","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".183",".198",".382",".174"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa737199"
"Fernando Vivili","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".147",".177",".205",".382",".173"," ","-3","0.0","0.0"," ","-0.1","0.0","0.0","sa597105"
"Dillon Haupt"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".145",".179",".201",".380",".173"," ","-1","0.0","0.0"," ","-0.1","0.0","0.0","sa738546"
"Seongmin Kim","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".145",".178",".201",".379",".173"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa659908"
"Jacob Nottingham","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".143",".180",".198",".379",".173"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa737809"
"Jose Duarte","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".148",".179",".200",".379",".172"," ","1","0.0","0.0"," ","-0.1","0.0","0.0","sa596170"
"David Sopilka","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".150",".182",".196",".378",".172"," ","-2","0.0","0.0"," ","-0.1","0.0","0.0","sa548066"
"Jose Torres","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".149",".182",".195",".377",".172"," ","1","0.0","0.0"," ","-0.1","0.0","0.0","sa736961"
"Kreiber Auciello"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".150",".180",".198",".378",".172"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa658037"
"Angel Reyes","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".146",".180",".197",".377",".172"," ","1","0.0","0.0"," ","-0.1","0.0","0.0","sa657775"
"Mario Martinez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".147",".181",".193",".374",".171"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa736812"
"Chase Vallot","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".140",".178",".196",".374",".171"," ","0","0.0","0.0"," ","-0.1","0.0","0.0","sa828684"
"Nick Ciuffo","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".149",".179",".197",".376",".171"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa737509"
"Charles Moorman","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".146",".178",".196",".375",".170"," ","-5","0.0","0.0"," ","-0.1","0.0","0.0","sa658355"
"Kevin Calderon"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".148",".178",".196",".374",".170"," ","0","0.0","0.0"," ","-0.1","0.0","0.0","sa596919"
"Jose Rosa","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".145",".175",".196",".371",".169"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa659555"
"Pabel Manzanero"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".144",".175",".196",".370",".168"," ","-2","0.0","0.0"," ","-0.1","0.0","0.0","sa736879"
"Zach Stoner"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".137",".179",".183",".362",".167"," ","-5","0.0","0.0"," ","-0.1","0.0","0.0","sa658190"
"Dioni Rodriguez","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".140",".176",".189",".365",".167"," ","3","0.0","0.0"," ","-0.1","0.0","0.0","sa657512"
"Eric Maria","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".147",".177",".188",".366",".167"," ","3","0.0","0.0"," ","-0.1","0.0","0.0","sa691752"
"Carlos Sanchez","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".144",".176",".188",".365",".167"," ","3","0.0","0.0"," ","-0.1","0.0","0.0","sa736845"
"Francisco Guerrero","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".141",".171",".196",".367",".167"," ","-3","0.0","0.0"," ","-0.1","0.0","0.0","sa737373"
"Deybi Garcia","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".149",".175",".192",".368",".167"," ","1","0.0","0.0"," ","-0.1","0.0","0.0","sa602652"
"Bryan De La Rosa","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".139",".176",".184",".361",".166"," ","-2","0.0","0.0"," ","-0.1","0.0","0.0","sa657964"
"Hanser Ortiz","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".145",".175",".189",".363",".166"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa828403"
"Jose Garcia","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".143",".175",".184",".360",".165"," ","1","0.0","0.0"," ","-0.1","0.0","0.0","sa657393"
"Adrian Acosta"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".145",".172",".190",".362",".165"," ","-4","0.0","0.0"," ","-0.1","0.0","0.0","sa735854"
"Jesus Aparicio"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".135",".173",".180",".353",".162"," ","-5","0.0","0.0"," ","-0.1","0.0","0.0","sa657789"
"Rafael Guzman","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".132",".164",".181",".345",".158"," ","-3","0.0","0.0"," ","-0.1","0.0","0.0","sa736871"
"Wilmer Dominguez","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".138",".167",".175",".342",".156"," ","-4","0.0","0.0"," ","-0.1","0.0","0.0","sa504988"
